TS_LOAD;SYS_DESC;VEH_SER_NO;OPR_NAME
2017-03-07 07:15:32.000000;STVMS Tracking Chassis Start;JPU485;Chassis Start
2017-03-07 07:15:50.813000;Assembly Line Tracker;LEA891;Pool 13 Start
2017-03-07 07:16:00.997000;Hood Conveyor;SIW958;Hood Upload
2017-03-07 07:18:39.293000;OMT Offline Tracking;CVE258;Enter Offline
2017-03-07 07:19:19.513000;Cab in white conveyer;EZQ530;CIW upload
2017-03-07 07:19:37.000000;U-BOLT;UHP854;Rear U-Bolt
2017-03-07 07:19:54.947000;Hood Conveyor;OSR174;Hood Upload
2017-03-07 07:20:35.543000;OMT Offline Tracking;BEM390;Enter Offline
2017-03-07 07:20:35.543000;OMT Offline Tracking;BEM390;Sold
2017-03-07 07:20:50.477000;Assembly Line Tracker;SIW958;Pool 13 Start
2017-03-07 07:22:44.844977;Paint Inspection;JYL728;PAINT
2017-03-07 07:22:58.137000;Cab Conveyer;MBP046;Cab Upload 2
2017-03-07 07:22:58.137000;Cab Conveyor / Monorail;MBP046;Cab Upload
2017-03-07 07:23:10.000000;STVMS Tracking Chassis Start;LEA891;Chassis Start
2017-03-07 07:23:16.000000;U-BOLT;UHP854;Front U-Bolt
2017-03-07 07:23:26.740000;Cab Call Scan;EUL768;B Line
2017-03-07 07:23:44.000000;U-BOLT;UHP854;Rear U-Bolt
2017-03-07 07:24:21.777000;Hood Conveyor;USD901;Hood Upload
2017-03-07 07:24:30.743000;Cab in white conveyer;ARS065;CIW upload
2017-03-07 07:25:26.810000;Cab call scan;XPR275;A Line
2017-03-07 07:25:50.863000;Assembly Line Tracker;OSR174;Pool 13 Start
2017-03-07 07:28:51.000000;STVMS Tracking Chassis Start;SIW958;Chassis Start
2017-03-07 07:28:52.177000;Hood Conveyor;CQU695;Hood Upload
2017-03-07 07:29:21.430000;OMT Offline Tracking;SYB619;Enter Offline
2017-03-07 07:29:34.727000;OMT Offline Tracking;ETO603;Enter Offline
2017-03-07 07:30:30.000000;U-BOLT;CSM507;Front U-Bolt
2017-03-07 07:30:55.023000;Cab Conveyer;BRL042;Cab Upload 2
2017-03-07 07:30:55.023000;Cab Conveyor / Monorail;BRL042;Cab Upload
2017-03-07 07:33:56.000000;U-BOLT;MGF879;Front U-Bolt
2017-03-07 07:35:16.000000;STVMS Tracking Chassis Start;OSR174;Chassis Start
2017-03-07 07:35:37.420000;Cab Call Scan;YTP390;B Line
2017-03-07 07:35:47.000000;U-BOLT;MGF879;Rear U-Bolt
2017-03-07 07:36:02.607000;Hood Conveyor;WBH162;Hood Upload
2017-03-07 07:36:59.000000;STVMS Tracking Chassis Start;USD901;Chassis Start
2017-03-07 07:37:35.013000;Cab call scan;GYI954;A Line
2017-03-07 07:39:00.143000;Cab Conveyer;ACM236;Cab Upload 2
2017-03-07 07:39:00.143000;Cab Conveyor / Monorail;ACM236;Cab Upload
2017-03-07 07:40:50.990000;Assembly Line Tracker;USD901;Pool 13 Start
2017-03-07 07:41:28.000000;U-BOLT;PRA475;Front U-Bolt
2017-03-07 07:42:12.630000;OMT Offline Tracking;ALP937;Enter Offline
2017-03-07 07:42:32.177000;Hood Conveyor;TYA561;Hood Upload
2017-03-07 07:43:39.210000;Cab Conveyer;TPG078;Cab Upload 2
2017-03-07 07:43:39.210000;Cab Conveyor / Monorail;TPG078;Cab Upload
2017-03-07 07:43:59.303000;Cab in white conveyer;LED479;CIW upload
2017-03-07 07:47:51.380000;OMT Offline Tracking;RCF947;Enter Offline
2017-03-07 07:49:42.000000;U-BOLT;QFW209;Front U-Bolt
2017-03-07 07:50:30.727000;Cab Conveyer;XPR275;Cab Upload 2
2017-03-07 07:50:30.727000;Cab Conveyor / Monorail;XPR275;Cab Upload
2017-03-07 07:50:50.480000;Assembly Line Tracker;CQU695;Pool 13 Start
2017-03-07 07:51:14.110000;Cab call scan;WXK853;A Line
2017-03-07 07:51:47.280000;Hood Conveyor;DVM139;Hood Upload
2017-03-07 07:51:52.000000;U-BOLT;QFW209;Rear U-Bolt
2017-03-07 07:51:55.000000;STVMS Tracking Chassis Start;CQU695;Chassis Start
2017-03-07 07:54:30.060000;Cab in white conveyer;YBJ023;CIW upload
2017-03-07 07:55:27.090000;Hood Conveyor;GPJ498;Hood Upload
2017-03-07 07:57:15.000000;U-BOLT;SZP362;Front U-Bolt
2017-03-07 07:58:11.403000;Cab Call Scan;IXM739;B Line
2017-03-07 07:58:18.891857;Paint Inspection;DUT829;PAINT
2017-03-07 07:58:49.497000;Cab Conveyer;EUL768;Cab Upload 2
2017-03-07 07:58:49.497000;Cab Conveyor / Monorail;EUL768;Cab Upload
2017-03-07 07:59:03.000000;STVMS Tracking Chassis Start;WBH162;Chassis Start
2017-03-07 07:59:35.190000;OMT Offline Tracking;CSD174;Enter Offline
2017-03-07 08:00:19.123000;Hood Conveyor;UBJ603;Hood Upload
2017-03-07 08:00:50.523000;Assembly Line Tracker;WBH162;Pool 13 Start
2017-03-07 08:00:56.707000;Cab in white conveyer;UWT728;CIW upload
2017-03-07 08:03:08.063000;OMT Offline Tracking;TPD286;Enter Offline
2017-03-07 08:04:16.347000;Cab call scan;SOU593;A Line
2017-03-07 08:05:13.000000;U-BOLT;BIP389;Rear U-Bolt
2017-03-07 08:05:14.303000;Hood Conveyor;JYL728;Hood Upload
2017-03-07 08:05:20.827000;Cab Conveyer;GYI954;Cab Upload 2
2017-03-07 08:05:20.827000;Cab Conveyor / Monorail;GYI954;Cab Upload
2017-03-07 08:10:29.000000;U-BOLT;TUQ327;Rear U-Bolt
2017-03-07 08:10:50.540000;Assembly Line Tracker;TYA561;Pool 13 Start
2017-03-07 08:11:01.000000;U-BOLT;TUQ327;Front U-Bolt
2017-03-07 08:11:59.077000;Cab Call Scan;HMJ710;B Line
2017-03-07 08:12:11.609595;Paint Inspection;OTS758;PAINT
2017-03-07 08:12:48.640000;Cab Conveyer;WXK853;Cab Upload 2
2017-03-07 08:12:48.640000;Cab Conveyor / Monorail;WXK853;Cab Upload
2017-03-07 08:14:29.000000;STVMS Tracking Chassis Start;TYA561;Chassis Start
2017-03-07 08:14:33.983000;OMT Offline Tracking;TQL981;Enter Offline
2017-03-07 08:15:10.870000;Hood Conveyor;OTS758;Hood Upload
2017-03-07 08:15:15.077000;OMT Offline Tracking;JYI091;Enter Offline
2017-03-07 08:15:15.077000;OMT Offline Tracking;JYI091;Sold
2017-03-07 08:16:39.588112;Paint Inspection;NUR218;PAINT
2017-03-07 08:17:52.053000;Cab call scan;EJO928;A Line
2017-03-07 08:18:59.220000;Cab in white conveyer;ICB356;CIW upload
2017-03-07 08:20:50.640000;Assembly Line Tracker;GPJ498;Pool 13 Start
2017-03-07 08:20:51.240000;Assembly Line Tracker;DVM139;Pool 13 Start
2017-03-07 08:21:45.327000;Cab Conveyer;YTP390;Cab Upload 2
2017-03-07 08:21:45.327000;Cab Conveyor / Monorail;YTP390;Cab Upload
2017-03-07 08:22:42.000000;U-BOLT;SVP127;Rear U-Bolt
2017-03-07 08:25:00.320122;Paint Inspection;XWK825;PAINT
2017-03-07 08:25:15.000000;Cab in white conveyer;MPE786;CIW upload
2017-03-07 08:26:46.000000;STVMS Tracking Chassis Start;DVM139;Chassis Start
2017-03-07 08:27:37.803000;Hood Conveyor;NUR218;Hood Upload
2017-03-07 08:29:07.993000;Hood Conveyor;XWK825;Hood Upload
2017-03-07 08:29:28.567000;Cab Conveyer;SOU593;Cab Upload 2
2017-03-07 08:29:28.567000;Cab Conveyor / Monorail;SOU593;Cab Upload
2017-03-07 08:31:08.934885;Paint Inspection;KSP816;PAINT
2017-03-07 08:32:59.000000;U-BOLT;ELJ539;Front U-Bolt
2017-03-07 08:33:09.307000;OMT Offline Tracking;KQN543;Enter Offline
2017-03-07 08:34:01.010000;Cab call scan;AMZ845;A Line
2017-03-07 08:34:39.563000;Hood Conveyor;KSP816;Hood Upload
2017-03-07 08:35:02.000000;STVMS Tracking Chassis Start;GPJ498;Chassis Start
2017-03-07 08:35:51.853000;Assembly Line Tracker;UBJ603;Pool 13 Start
2017-03-07 08:36:16.256855;Paint Inspection;OTX594;PAINT
2017-03-07 08:36:25.170000;Cab Call Scan;MVW427;B Line
2017-03-07 08:36:46.690000;Cab Conveyer;IXM739;Cab Upload 2
2017-03-07 08:36:46.690000;Cab Conveyor / Monorail;IXM739;Cab Upload
2017-03-07 08:38:30.773000;Cab in white conveyer;GSF615;CIW upload
2017-03-07 08:38:35.320000;Hood Conveyor;OTX594;Hood Upload
2017-03-07 08:39:16.000000;U-BOLT;IFP328;Front U-Bolt
2017-03-07 08:40:50.660000;Assembly Line Tracker;OTS758;Pool 13 Start
2017-03-07 08:40:51.330000;Assembly Line Tracker;JYL728;Pool 13 Start
2017-03-07 08:43:00.767000;Cab Conveyer;EJO928;Cab Upload 2
2017-03-07 08:43:00.767000;Cab Conveyor / Monorail;EJO928;Cab Upload
2017-03-07 08:43:44.000000;STVMS Tracking Chassis Start;UBJ603;Chassis Start
2017-03-07 08:44:40.740000;OMT Offline Tracking;XGW598;Enter Offline
2017-03-07 08:44:40.740000;OMT Offline Tracking;XGW598;Sold
2017-03-07 08:44:51.000000;U-BOLT;DKW659;Rear U-Bolt
2017-03-07 08:44:59.630000;OMT Offline Tracking;CNZ205;Enter Offline
2017-03-07 08:45:41.210000;Cab in white conveyer;QPC953;CIW upload
2017-03-07 08:45:50.647000;Assembly Line Tracker;NUR218;Pool 13 Start
2017-03-07 08:46:08.000000;U-BOLT;DKW659;Front U-Bolt
2017-03-07 08:48:23.010000;Cab Call Scan;HQD748;B Line
2017-03-07 08:50:04.203000;Cab Conveyer;HMJ710;Cab Upload 2
2017-03-07 08:50:04.203000;Cab Conveyor / Monorail;HMJ710;Cab Upload
2017-03-07 08:50:24.000000;STVMS Tracking Chassis Start;JYL728;Chassis Start
2017-03-07 08:50:52.053000;Assembly Line Tracker;XWK825;Pool 13 Start
2017-03-07 08:52:36.950000;Cab call scan;VQD376;A Line
2017-03-07 08:52:55.497000;Cab in white conveyer;SYA283;CIW upload
2017-03-07 08:53:07.000000;U-BOLT;JPU485;Front U-Bolt
2017-03-07 08:54:20.000000;U-BOLT;JPU485;Rear U-Bolt
2017-03-07 08:56:10.288509;Paint Inspection;LVP764;PAINT
2017-03-07 08:58:00.000000;STVMS Tracking Chassis Start;OTS758;Chassis Start
2017-03-07 09:00:24.013000;Cab in white conveyer;PVZ436;CIW upload
2017-03-07 09:00:59.097000;Cab Conveyer;MVW427;Cab Upload 2
2017-03-07 09:00:59.097000;Cab Conveyor / Monorail;MVW427;Cab Upload
2017-03-07 09:01:58.000000;U-BOLT;LEA891;Front U-Bolt
2017-03-07 09:03:31.083000;Cab call scan;QJP284;A Line
2017-03-07 09:03:42.127000;OMT Offline Tracking;MQH836;Enter Offline
2017-03-07 09:04:20.220000;Cab Conveyer;AMZ845;Cab Upload 2
2017-03-07 09:04:20.220000;Cab Conveyor / Monorail;AMZ845;Cab Upload
2017-03-07 09:04:20.760000;Hood Conveyor;LVP764;Hood Upload
2017-03-07 09:04:54.000000;STVMS Tracking Chassis Start;NUR218;Chassis Start
2017-03-07 09:05:33.935722;Paint Inspection;TPJ583;PAINT
2017-03-07 09:05:37.950000;Cab in white conveyer;JKZ317;CIW upload
2017-03-07 09:05:42.913000;Cab Call Scan;ZHB578;B Line
2017-03-07 09:05:43.872986;Paint Inspection;HBM615;PAINT
2017-03-07 09:06:39.577000;OMT Offline Tracking;HRY673;Enter Offline
2017-03-07 09:07:40.000000;U-BOLT;SIW958;Front U-Bolt
2017-03-07 09:10:50.657000;Assembly Line Tracker;OTX594;Pool 13 Start
2017-03-07 09:10:51.370000;Assembly Line Tracker;KSP816;Pool 13 Start
2017-03-07 09:11:19.200000;Cab Conveyer;VQD376;Cab Upload 2
2017-03-07 09:11:19.200000;Cab Conveyor / Monorail;VQD376;Cab Upload
2017-03-07 09:11:59.000000;STVMS Tracking Chassis Start;XWK825;Chassis Start
2017-03-07 09:14:21.540000;Cab in white conveyer;VFR160;CIW upload
2017-03-07 09:14:28.000000;U-BOLT;OSR174;Front U-Bolt
2017-03-07 09:14:37.989210;Paint Inspection;JBQ468;PAINT
2017-03-07 09:15:40.697000;Cab Call Scan;FIX581;B Line
2017-03-07 09:15:52.000000;U-BOLT;OSR174;Rear U-Bolt
2017-03-07 09:16:32.283000;Cab call scan;PGY640;A Line
2017-03-07 09:18:00.997000;Cab Conveyer;HQD748;Cab Upload 2
2017-03-07 09:18:00.997000;Cab Conveyor / Monorail;HQD748;Cab Upload
2017-03-07 09:18:06.277000;OMT Offline Tracking;MRI015;Enter Offline
2017-03-07 09:18:54.111651;Paint Inspection;YHB831;PAINT
2017-03-07 09:19:47.770000;Cab in white conveyer;ZKY831;CIW upload
2017-03-07 09:20:27.000000;STVMS Tracking Chassis Start;KSP816;Chassis Start
2017-03-07 09:20:41.870000;Hood Conveyor;JBQ468;Hood Upload
2017-03-07 09:20:51.727000;Assembly Line Tracker;JBQ468;Pool 13 Start
2017-03-07 09:20:52.420000;Assembly Line Tracker;LVP764;Pool 13 Start
2017-03-07 09:21:37.000000;STVMS Tracking Top Station;JOM027;Top Station
2017-03-07 09:21:39.000000;STVMS Tracking Top Station;AJF195;Top Station
2017-03-07 09:21:42.000000;STVMS Tracking Top Station;DZV145;Top Station
2017-03-07 09:21:45.000000;STVMS Tracking Top Station;UBZ174;Top Station
2017-03-07 09:21:47.000000;STVMS Tracking Top Station;PMG926;Top Station
2017-03-07 09:21:49.000000;STVMS Tracking Top Station;GOB710;Top Station
2017-03-07 09:21:51.000000;STVMS Tracking Top Station;QDR380;Top Station
2017-03-07 09:21:54.000000;U-BOLT;USD901;Front U-Bolt
2017-03-07 09:22:16.107000;OMT Offline Tracking;AKC912;Enter Offline
2017-03-07 09:24:39.000000;U-BOLT;USD901;Rear U-Bolt
2017-03-07 09:25:50.767000;Hood Conveyor;TPJ583;Hood Upload
2017-03-07 09:25:50.827000;Assembly Line Tracker;QDR380;Pool 60 Start
2017-03-07 09:25:51.603000;Assembly Line Tracker;GOB710;Pool 60 Start
2017-03-07 09:25:52.343000;Assembly Line Tracker;PMG926;Pool 60 Start
2017-03-07 09:25:53.123000;Assembly Line Tracker;UBZ174;Pool 60 Start
2017-03-07 09:25:53.847000;Assembly Line Tracker;DZV145;Pool 60 Start
2017-03-07 09:25:54.607000;Assembly Line Tracker;AJF195;Pool 60 Start
2017-03-07 09:25:55.323000;Assembly Line Tracker;JOM027;Pool 60 Start
2017-03-07 09:27:06.183000;Cab in white conveyer;AYO527;CIW upload
2017-03-07 09:28:19.864878;Paint Inspection;QVP853;PAINT
2017-03-07 09:30:23.760000;Cab Conveyer;QJP284;Cab Upload 2
2017-03-07 09:30:23.760000;Cab Conveyor / Monorail;QJP284;Cab Upload
2017-03-07 09:31:23.220000;Cab call scan;UHP854;A Line
2017-03-07 09:31:40.400000;OMT Offline Tracking;DTP539;Enter Offline
2017-03-07 09:32:44.787000;Hood Conveyor;QVP853;Hood Upload
2017-03-07 09:33:20.717000;Cab in white conveyer;KNR831;CIW upload
2017-03-07 09:33:24.000000;U-BOLT;CQU695;Front U-Bolt
2017-03-07 09:33:43.337000;OMT Offline Tracking;IQS845;Enter Offline
2017-03-07 09:35:47.697000;Cab Conveyer;ZHB578;Cab Upload 2
2017-03-07 09:35:47.697000;Cab Conveyor / Monorail;ZHB578;Cab Upload
2017-03-07 09:35:51.053000;Assembly Line Tracker;TPJ583;Pool 13 Start
2017-03-07 09:36:28.750000;Hood Conveyor;YHB831;Hood Upload
2017-03-07 09:37:28.504795;Paint Inspection;XLW275;PAINT
2017-03-07 09:37:50.717000;Cab Call Scan;MGF879;B Line
2017-03-07 09:38:07.000000;U-BOLT;WBH162;Rear U-Bolt
2017-03-07 09:38:21.000000;U-BOLT;WBH162;Front U-Bolt
2017-03-07 09:39:37.000000;STVMS Tracking Chassis Start;OTX594;Chassis Start
2017-03-07 09:39:41.000000;STVMS Tracking Chassis Start;LVP764;Chassis Start
2017-03-07 09:39:47.000000;STVMS Tracking Chassis Start;JBQ468;Chassis Start
2017-03-07 09:40:53.957000;Assembly Line Tracker;QVP853;Pool 13 Start
2017-03-07 09:41:44.299635;Paint Inspection;INW067;PAINT
2017-03-07 09:42:29.643000;Hood Conveyor;XLW275;Hood Upload
2017-03-07 09:43:16.617000;Cab Conveyer;PGY640;Cab Upload 2
2017-03-07 09:43:16.617000;Cab Conveyor / Monorail;PGY640;Cab Upload
2017-03-07 09:45:15.053000;OMT Offline Tracking;IBA235;Enter Offline
2017-03-07 09:45:15.053000;OMT Offline Tracking;IBA235;Sold
2017-03-07 09:45:48.037000;OMT Offline Tracking;ZYA587;Enter Offline
2017-03-07 09:45:50.807000;Assembly Line Tracker;YHB831;Pool 13 Start
2017-03-07 09:46:24.967000;Cab call scan;CSM507;A Line
2017-03-07 09:46:31.430000;Cab in white conveyer;SYV137;CIW upload
2017-03-07 09:46:57.480000;Hood Conveyor;WTB963;Hood Upload
2017-03-07 09:47:33.960276;Paint Inspection;NKM173;PAINT
2017-03-07 09:49:29.000000;STVMS Tracking Chassis Start;TPJ583;Chassis Start
2017-03-07 09:51:11.740000;Cab in white conveyer;ZVI392;CIW upload
2017-03-07 09:51:41.300000;Hood Conveyor;INW067;Hood Upload
2017-03-07 09:51:46.432294;Paint Inspection;AJF195;PAINT
2017-03-07 09:52:01.000000;U-BOLT;TYA561;Front U-Bolt
2017-03-07 09:52:14.403000;Cab Call Scan;PRA475;B Line
2017-03-07 09:55:04.123000;Cab Conveyer;UHP854;Cab Upload 2
2017-03-07 09:55:04.123000;Cab Conveyor / Monorail;UHP854;Cab Upload
2017-03-07 09:55:35.923000;OMT Offline Tracking;FHL057;Enter Offline
2017-03-07 09:56:14.000000;STVMS Tracking Chassis Start;QVP853;Chassis Start
2017-03-07 09:56:34.223000;Hood Conveyor;NKM173;Hood Upload
2017-03-07 09:59:14.000000;U-BOLT;DVM139;Front U-Bolt
2017-03-07 09:59:43.137000;Cab in white conveyer;LGO801;CIW upload
2017-03-07 10:00:20.207000;Cab Conveyer;FIX581;Cab Upload 2
2017-03-07 10:00:20.207000;Cab Conveyor / Monorail;FIX581;Cab Upload
2017-03-07 10:00:50.810000;Assembly Line Tracker;WTB963;Pool 13 Start
2017-03-07 10:00:51.643000;Assembly Line Tracker;XLW275;Pool 13 Start
2017-03-07 10:01:45.000000;U-BOLT;DVM139;Rear U-Bolt
2017-03-07 10:02:49.820000;Cab call scan;QFW209;A Line
2017-03-07 10:03:46.563000;Cab in white conveyer;FTI824;CIW upload
2017-03-07 10:04:35.096022;Paint Inspection;JOM027;PAINT
2017-03-07 10:04:58.843000;OMT Offline Tracking;MBP046;Enter Offline
2017-03-07 10:05:50.797000;Assembly Line Tracker;INW067;Pool 13 Start
2017-03-07 10:07:12.000000;STVMS Tracking Chassis Start;YHB831;Chassis Start
2017-03-07 10:08:12.730000;Cab Conveyer;MGF879;Cab Upload 2
2017-03-07 10:08:12.730000;Cab Conveyor / Monorail;MGF879;Cab Upload
2017-03-07 10:08:46.897236;Paint Inspection;DZV145;PAINT
2017-03-07 10:10:31.577000;Hood Conveyor;JOM027;Hood Upload
2017-03-07 10:10:47.000000;U-BOLT;GPJ498;Front U-Bolt
2017-03-07 10:13:20.253000;Cab in white conveyer;VCM016;CIW upload
2017-03-07 10:13:48.000000;STVMS Tracking Chassis Start;XLW275;Chassis Start
2017-03-07 10:13:48.250000;Hood Conveyor;AJF195;Hood Upload
2017-03-07 10:15:33.277000;Cab Conveyer;CSM507;Cab Upload 2
2017-03-07 10:15:33.277000;Cab Conveyor / Monorail;CSM507;Cab Upload
2017-03-07 10:15:50.883000;Assembly Line Tracker;NKM173;Pool 13 Start
2017-03-07 10:17:12.000000;STVMS Tracking Top Station;CSW718;Top Station
2017-03-07 10:18:03.000000;U-BOLT;UBJ603;Rear U-Bolt
2017-03-07 10:18:11.000000;U-BOLT;UBJ603;Front U-Bolt
2017-03-07 10:18:38.013000;Cab in white conveyer;PJL425;CIW upload
2017-03-07 10:19:34.713000;Cab Call Scan;TUQ327;B Line
2017-03-07 10:19:48.400000;Hood Conveyor;DZV145;Hood Upload
2017-03-07 10:20:04.612380;Paint Inspection;OLI345;PAINT
2017-03-07 10:20:51.697000;Assembly Line Tracker;CSW718;Pool 60 Start
2017-03-07 10:21:54.730000;Cab Conveyer;PRA475;Cab Upload 2
2017-03-07 10:21:54.730000;Cab Conveyor / Monorail;PRA475;Cab Upload
2017-03-07 10:22:59.000000;STVMS Tracking Chassis Start;WTB963;Chassis Start
2017-03-07 10:24:03.400000;OMT Offline Tracking;ACM236;Enter Offline
2017-03-07 10:24:22.420000;Cab call scan;SZP362;A Line
2017-03-07 10:24:24.853000;OMT Offline Tracking;BRL042;Enter Offline
2017-03-07 10:25:26.000000;U-BOLT;JYL728;Rear U-Bolt
2017-03-07 10:25:49.655392;Paint Inspection;PMG926;PAINT
2017-03-07 10:26:09.157000;Cab in white conveyer;CMI143;CIW upload
2017-03-07 10:30:42.320000;OMT Offline Tracking;TPG078;Enter Offline
2017-03-07 10:30:50.883000;Assembly Line Tracker;AJF195;Pool 13 Start
2017-03-07 10:30:51.727000;Assembly Line Tracker;JOM027;Pool 13 Start
2017-03-07 10:31:01.610592;Paint Inspection;UBZ174;PAINT
2017-03-07 10:32:02.000000;U-BOLT;OTS758;Front U-Bolt
2017-03-07 10:32:13.617000;Cab Call Scan;ELJ539;B Line
2017-03-07 10:33:19.000000;U-BOLT;OTS758;Rear U-Bolt
2017-03-07 10:33:19.350000;Cab in white conveyer;IOU412;CIW upload
2017-03-07 10:34:41.300000;Cab Conveyer;QFW209;Cab Upload 2
2017-03-07 10:34:41.300000;Cab Conveyor / Monorail;QFW209;Cab Upload
2017-03-07 10:37:38.000000;STVMS Tracking Chassis Start;INW067;Chassis Start
2017-03-07 10:37:42.000000;STVMS Tracking Chassis Start;NKM173;Chassis Start
2017-03-07 10:38:00.430000;Cab in white conveyer;FHU982;CIW upload
2017-03-07 10:38:58.000000;U-BOLT;NUR218;Front U-Bolt
2017-03-07 10:39:17.194568;Paint Inspection;GOB710;PAINT
2017-03-07 10:39:32.050000;Cab call scan;SVP127;A Line
2017-03-07 10:39:42.570000;Cab Conveyer;SZP362;Cab Upload 2
2017-03-07 10:39:42.570000;Cab Conveyor / Monorail;SZP362;Cab Upload
2017-03-07 10:41:05.567000;OMT Offline Tracking;XPR275;Enter Offline
2017-03-07 10:41:44.973000;OMT Offline Tracking;EUL768;Enter Offline
2017-03-07 10:42:34.000000;STVMS Tracking Chassis Start;JOM027;Chassis Start
2017-03-07 10:46:10.647000;Cab Conveyer;TUQ327;Cab Upload 2
2017-03-07 10:46:10.647000;Cab Conveyor / Monorail;TUQ327;Cab Upload
2017-03-07 10:47:16.000000;U-BOLT;XWK825;Front U-Bolt
2017-03-07 10:47:34.000000;U-BOLT;XWK825;Rear U-Bolt
2017-03-07 10:49:10.050000;Cab Call Scan;IFP328;B Line
2017-03-07 10:50:35.000000;U-BOLT;XWK825;Rear U-Bolt
2017-03-07 10:52:44.000000;STVMS Tracking Chassis Start;AJF195;Chassis Start
2017-03-07 10:53:37.893000;OMT Offline Tracking;GYI954;Enter Offline
2017-03-07 10:53:50.367000;Cab call scan;DKW659;A Line
2017-03-07 10:54:34.000000;U-BOLT;KSP816;Front U-Bolt
2017-03-07 10:55:44.000000;U-BOLT;KSP816;Rear U-Bolt
2017-03-07 10:55:52.570000;Assembly Line Tracker;DZV145;Pool 13 Start
2017-03-07 10:56:53.220000;OMT Offline Tracking;YTP390;Enter Offline
2017-03-07 10:56:53.220000;OMT Offline Tracking;YTP390;Sold
2017-03-07 11:00:08.000000;U-BOLT;OTX594;Rear U-Bolt
2017-03-07 11:05:50.833000;Assembly Line Tracker;PMG926;Pool 13 Start
2017-03-07 11:05:51.660000;Assembly Line Tracker;UBZ174;Pool 13 Start
2017-03-07 11:10:50.770000;Assembly Line Tracker;GOB710;Pool 13 Start
2017-03-07 11:15:56.443000;Cab in white conveyer;YCR723;CIW upload
2017-03-07 11:16:31.960000;Hood Conveyor;PMG926;Hood Upload
2017-03-07 11:19:25.320000;Hood Conveyor;UBZ174;Hood Upload
2017-03-07 11:21:14.593000;Cab Conveyer;SVP127;Cab Upload 2
2017-03-07 11:21:14.593000;Cab Conveyor / Monorail;SVP127;Cab Upload
2017-03-07 11:22:54.220000;Cab in white conveyer;EBL860;CIW upload
2017-03-07 11:29:16.907000;Cab Conveyer;ELJ539;Cab Upload 2
2017-03-07 11:29:16.907000;Cab Conveyor / Monorail;ELJ539;Cab Upload
2017-03-07 11:29:44.570000;Cab in white conveyer;AHN391;CIW upload
2017-03-07 11:31:42.580331;Paint Inspection;QDR380;PAINT
2017-03-07 11:37:02.000000;U-BOLT;OTX594;Front U-Bolt
2017-03-07 11:38:15.283000;Cab in white conveyer;KFN372;CIW upload
2017-03-07 11:38:33.000000;STVMS Tracking Chassis Start;DZV145;Chassis Start
2017-03-07 11:38:38.000000;STVMS Tracking Chassis Start;UBZ174;Chassis Start
2017-03-07 11:39:18.013000;Cab call scan;LEA891;A Line
2017-03-07 11:39:50.127000;Cab Conveyer;DKW659;Cab Upload 2
2017-03-07 11:39:50.127000;Cab Conveyor / Monorail;DKW659;Cab Upload
2017-03-07 11:40:01.299928;Paint Inspection;ZPW452;PAINT
2017-03-07 11:41:02.443000;OMT Offline Tracking;WXK853;Enter Offline
2017-03-07 11:41:29.000000;U-BOLT;LVP764;Front U-Bolt
2017-03-07 11:43:25.500000;Cab Call Scan;JPU485;B Line
2017-03-07 11:44:30.643000;Cab in white conveyer;DPH631;CIW upload
2017-03-07 11:44:45.284148;Paint Inspection;CSW718;PAINT
2017-03-07 11:45:29.120429;Paint Inspection;USH564;PAINT
2017-03-07 11:45:45.000000;STVMS Tracking Chassis Start;PMG926;Chassis Start
2017-03-07 11:50:59.000000;U-BOLT;JBQ468;Front U-Bolt
2017-03-07 11:52:02.000000;U-BOLT;JBQ468;Rear U-Bolt
2017-03-07 11:52:10.000000;STVMS Tracking Chassis Start;GOB710;Chassis Start
2017-03-07 11:52:52.410000;OMT Offline Tracking;IXM739;Enter Offline
2017-03-07 11:54:08.313000;Hood Conveyor;QDR380;Hood Upload
2017-03-07 11:54:38.727552;Paint Inspection;MHU637;PAINT
2017-03-07 11:57:25.000000;U-BOLT;TPJ583;Front U-Bolt
2017-03-07 11:57:33.727000;Cab call scan;OSR174;A Line
2017-03-07 11:59:04.960000;Cab in white conveyer;MPO083;CIW upload
2017-03-07 11:59:31.000000;U-BOLT;TPJ583;Rear U-Bolt
2017-03-07 11:59:39.023000;Hood Conveyor;GOB710;Hood Upload
2017-03-07 12:00:05.000000;STVMS Tracking Chassis Start;QDR380;Chassis Start
2017-03-07 12:00:10.540000;Cab Conveyer;IFP328;Cab Upload 2
2017-03-07 12:00:10.540000;Cab Conveyor / Monorail;IFP328;Cab Upload
2017-03-07 12:00:30.563000;OMT Offline Tracking;SOU593;Enter Offline
2017-03-07 12:00:52.303000;Assembly Line Tracker;QDR380;Pool 13 Start
2017-03-07 12:00:55.267000;OMT Offline Tracking;HMJ710;Enter Offline
2017-03-07 12:00:55.267000;OMT Offline Tracking;HMJ710;Sold
2017-03-07 12:03:18.380000;Cab Call Scan;SIW958;B Line
2017-03-07 12:03:33.000000;STVMS Tracking Top Station;ZPW452;Top Station
2017-03-07 12:03:36.000000;STVMS Tracking Top Station;MHU637;Top Station
2017-03-07 12:03:39.000000;STVMS Tracking Top Station;USH564;Top Station
2017-03-07 12:03:42.000000;STVMS Tracking Top Station;DZO637;Top Station
2017-03-07 12:03:46.000000;STVMS Tracking Top Station;CJQ075;Top Station
